"x" "y"
0.461979309096932 0.212467462057248
0.300585344433784 0.347042136127129
0.150494031142443 0.517546242568642
0.844388801138848 0.816376271657646
0.0176085862331092 0.503682633396238
0.799818677594885 0.970395991811529
0.898868896998465 0.200757298618555
0.0214941813610494 0.127391752554104
0.134169013472274 0.634631026536226
0.72663473454304 0.944389225216582
0.415050490060821 0.269423511344939
0.901154731865972 0.345919926185161
0.367546231485903 0.463068312034011
0.8620665082708 0.0454457923769951
0.918772286269814 0.279611887643114
0.620493228081614 0.94879921595566
0.0552188181318343 0.344662279821932
0.499976281542331 0.948334093904123
0.197314037708566 0.334396368591115
0.841937696095556 0.834064566064626
0.685740802669898 0.930519453715533
0.69146105251275 0.991232691332698
0.830310651566833 0.216401509940624
0.745168759953231 0.0436201174743474
0.235198299400508 0.0621292567811906
0.36901775887236 0.238670993829146
0.985043850028887 0.405795635888353
0.992696812842041 0.341452740365639
0.634033775422722 0.419391700066626
0.182911118725315 0.778766009956598
0.486906123813242 0.134516997262836
0.169924359070137 0.980264499085024
0.715037605725229 0.20924945641309
0.926996275316924 0.674705766839907
0.196697384584695 0.0295138265937567
0.243943083565682 0.198952853912488
0.939028513850644 0.19892792426981
0.23204959766008 0.972554262494668
0.537956389132887 0.662150160176679
0.0140217649750412 0.605257059214637
0.426230627344921 0.315830161096528
0.321687768679112 0.290040840860456
0.255143449641764 0.605965886032209
0.46115670260042 0.917045545531437
0.546736822696403 0.510046707233414
0.0214196590241045 0.467820862540975
0.718074128497392 0.809772303793579
0.967803502688184 0.0103834052570164
0.620302247582003 0.233857603976503
0.018728130729869 0.886572273215279
0.832472554640844 0.655158244771883
0.431882168166339 0.572982755023986
0.949759802548215 0.394022131571546
0.618393814424053 0.986316485563293
0.073209652910009 0.320493868319318
0.29537913389504 0.811313043348491
0.5449188654311 0.704890818335116
0.0904810265637934 0.66961949178949
0.634868993191049 0.703058913582936
0.0172678818926215 0.651097731199116
0.261680763913319 0.678822044748813
0.0420855572447181 0.566597594413906
0.520230795722455 0.349172474583611
0.885125520639122 0.736060534371063
0.0458101145923138 0.066524745663628
0.548578655114397 0.364059917861596
0.955034003360197 0.755302245728672
0.326517812674865 0.513493309961632
0.58220789488405 0.988534534815699
0.129177937749773 0.302955996012315
0.632985820062459 0.324369654292241
0.356158376438543 0.901027482701465
0.215861267177388 0.454212131444365
0.879890449810773 0.405024371109903
0.581498697167262 0.678158407332376
0.719531535403803 0.347478006035089
0.0102565782144666 0.297168161720037
0.949606001842767 0.994388362625614
0.617789352778345 0.377736727707088
0.939840507693589 0.938199606258422
