"x" "y" "alt" "temp"
177.187585458159 469.858535355888 14.7958654444665 14.2067190543784
80.3512066602707 -160.747420811094 18.4610459022224 14.1159049470771
-9.70358131453395 -57.8925230773166 12.0299108792096 12.9164260910331
406.633280683309 11.2674683099613 3.85018659888994 13.5062692465496
-89.4348482601345 51.8420330714434 56.8044051993638 12.8533898811344
379.891206556931 -164.548032195307 14.8279795101918 13.8262485184673
439.321338199079 328.90214654617 50.5265988409519 12.2184504156031
-87.1034911833704 264.159630797803 147.530470036174 12.0317492883113
-19.4985919166356 243.404639163055 80.1752749691689 13.457997178482
335.980840725824 415.424103336409 22.0939393155277 13.0667047854233
149.030294036493 -106.531689525582 199.744349709692 12.024886675805
440.692839119583 334.368134988472 429.070596744247 8.64681361178611
120.527738891542 -142.168089747429 16.4779914077371 14.4650530367532
417.23990496248 43.172919168137 60.0413715932518 13.0732346361931
451.263371761888 -63.1578645668924 71.2845507967186 13.4372654266128
272.295936848968 -76.9795436412096 15.6111009884626 14.5979693263973
-66.8687091208994 414.645572239533 9.29299630781972 13.5735426078749
199.985768925399 -134.255418065004 46.1812874302268 13.6838145281765
18.3884226251394 403.191061667167 61.9634965900332 13.1226475638993
405.162617657334 -192.305149766617 466.128857781119 9.29352993926303
311.444481601939 394.329132395796 27.5997601915151 14.3204161670767
314.87663150765 393.324483279139 64.9767410010099 13.5986548109853
398.1863909401 97.4663676694036 23.0352772268982 14.3634045305881
347.101255971938 -125.992411887273 147.80127274895 12.9348005850466
41.118979640305 148.080445383675 117.460137508334 14.0558803201818
121.410655323416 380.309127876535 137.577165752174 12.8120738609442
491.026310017332 -41.9514959678054 6.29016128368676 14.3834503477711
495.618087705225 -93.7102908501402 230.672850633476 12.2975830810681
280.420265253633 282.944374228828 29.020698816581 13.1315836831977
9.74667123518884 14.5423222333193 423.107190777488 9.80694927382418
192.143674287945 -163.533520582132 129.298101920159 11.8475090579972
1.95461544208229 431.074465578422 145.577346152606 12.3349795327606
329.022563435137 316.701538674533 11.5291387066954 14.2322737637952
456.197765190154 482.666627084836 23.1719844043255 13.1637001791993
18.0184307508171 279.109007213265 24.8205584008247 13.1840704153516
46.3658501394093 -90.9533528611064 124.899662229298 11.9041445599896
463.417108310387 497.558612027206 114.05807621357 12.5462120143124
39.2297585960478 323.5683595296 0.330697792920179 14.3826528763719
222.773833479732 350.558190583251 152.235047883334 11.4962515553407
-91.5869410149753 75.5527260713279 12.0702162384987 13.2524953674355
155.738376406953 373.105391603895 85.3994485880149 13.0935813605441
93.0126612074673 432.814762601629 227.817388425086 11.6077565258765
53.0860697850585 187.673420784995 19.09667593427 13.9033525983469
176.694021560252 34.2182728461921 111.857983000101 12.7971594321093
228.042093617842 -71.4053948409855 154.222447280556 12.4155126294654
-87.1482045855373 205.432825908065 10.1209664837854 13.8294090415414
330.844477098435 -28.1179788988084 51.8630476516335 13.3278893938793
480.682101612911 222.475963900797 109.657058674367 14.0466862730276
272.181348549202 251.961612864397 97.805691995183 12.3412948739227
-88.7631215620786 -35.4270391631871 51.5853825956583 13.2488677250749
399.483532784507 -199.497214285657 17.2186668496579 13.3251574506675
159.129300899804 102.835404803045 229.516450116847 11.8898813830698
469.855881528929 497.472851513885 10.4359783232212 13.10395531907
271.036288654432 -101.36555810459 31.4561028033495 14.8149579545634
-56.0742082539946 442.158444505185 17.9955919738859 13.651444056627
77.2274803370237 263.236991665326 53.4251697361469 12.2684836950901
226.95131925866 74.4115884648636 55.4296549409628 13.5772983797708
-45.7113840617239 457.252059667371 30.6522631086409 13.5851392724861
280.921395914629 -153.324955119751 62.4689565505832 12.1604970085814
-89.6392708644271 202.902792487293 94.0769383641792 13.3095017481379
57.0084583479911 269.610901852138 364.726092594278 8.64978383206296
-74.7486656531692 425.320345000364 135.862382869692 11.0082753283954
212.138477433473 426.470153219998 53.1103938817978 13.1228881651898
431.075312383473 -159.325743559748 76.6832619197255 12.1329438195402
-72.5139312446117 -172.561262943782 157.567593766892 12.0479551350504
229.147193068638 497.320838388987 8.85170502588153 13.0334240015802
473.020402016118 -187.015922204591 104.65930411172 12.4052233016442
95.9106876049191 -171.985662495717 145.500487284777 11.5478710289283
249.32473693043 165.991982282139 28.1812169195146 14.3520218079253
-22.493237350136 358.381000161171 55.6186658330262 13.8844307602214
279.791492037475 216.04669559747 5.02995760180056 13.7789879599169
113.695025863126 351.643341453746 556.95990171648 8.49959579662814
29.5167603064328 474.139867862687 26.2750948155333 13.9830660942955
427.934269886464 111.889274558052 18.8342283014208 14.2208134582606
248.899218300357 368.065441888757 53.6962749902159 12.2550528500493
331.718921242282 496.762250759639 74.6949216308904 12.8705599525528
-93.8460530713201 53.2061046920717 119.752810518713 12.5423608267124
469.76360110566 319.495141459629 34.0336286462843 12.582999596791
270.673611667007 96.4849962154403 182.851002356949 12.1292196280837
463.904304616153 389.250551187433 267.547077859256 12.2789593232925
497.125543374568 405.682531394996 53.9081996772438 14.7434983155405
149.928984511644 92.3342467285693 32.4156479278043 13.5693243967376
48.5836532432586 28.7529888097197 198.961690432372 11.1753658508584
391.611314145848 172.609588527121 45.2459234278649 12.3512975419478
415.69150662981 355.872073327191 70.27617190124 13.6595582862518
325.676193088293 476.338825491257 150.79056470746 13.0614551752697
145.993032352999 -175.2831278136 495.429144956567 9.09958503122531
458.679845789447 470.882323058322 222.636147688174 11.8879429751064
416.717137116939 439.179877494462 59.7904475871474 12.5079104234973
130.915661714971 -29.764997237362 139.262281908634 13.1038959741208
116.494486667216 -38.3856024825945 211.09108024115 11.9988488535216
397.024258924648 -16.4514768868685 225.469933560541 11.4403409853022
204.688428994268 8.74486325774342 79.5955991330457 13.7987930555955
195.456964336336 -124.70033862628 208.247538009885 12.5868331475278
-87.9457560833544 65.5332759721205 111.183005179634 12.0866822912602
-22.7514140773565 230.664122314192 531.564508535364 8.32990533232427
445.76523960568 416.656035627238 9.46637354791164 14.3209205644687
449.129337957129 103.414508700371 24.7505319304764 14.0988909333625
333.786393236369 262.489959504455 125.502539142491 13.6457929906042
378.508014418185 -160.607976815663 8.06640646670109 13.8350696267673
-59.9060345441103 17.0607603387907 68.787938170135 12.4509027146278
283.530141459778 378.050499316305 236.013105312798 10.3856001295326
181.822744524106 -147.070435527712 7.84168001264334 13.5487096534379
412.317893560976 260.563619644381 24.4032191578299 13.3771544456362
92.205043323338 67.0406666351482 130.22622951242 11.7861043523875
262.396018067375 241.278762090951 176.347159027102 11.9127603728928
143.01886097528 185.758804669604 17.592972559017 14.2810312538492
233.650054549798 369.132045470178 33.3519198912113 12.6394387726861
15.1872702874243 221.590501978062 27.6491304393858 13.3010346312491
403.941199043766 64.4639496225864 25.7653231910394 15.0832561945533
112.241632770747 279.973521619104 201.518571368399 12.5972602661733
-46.0398239083588 -169.725956465118 61.2691471818835 13.7908455612811
-18.2701364159584 429.479121649638 40.6703644897789 14.2402403753898
245.915075251833 53.5372328013182 139.630722984029 11.7244951172399
-85.4410437867045 451.762297283858 24.9537914120876 13.4304038120234
192.556611122563 -48.1362456455827 89.4268676102969 11.8628805779764
360.746993776411 -121.145221800543 86.5339123074392 13.4249711856315
491.347730578855 114.052359969355 39.508727286011 13.6085450004368
